master_id,microorganism_common_name,pathogen_group,indicator_or_pathogen,authors,bib_id,year_published,location_comment,city,country,technology_description,influent_concentration,influent_concentration_qualifier,influent_independent_measurement_or_statistic,effluent_concentration,effluent_concentration_qualifier,effluent_independent_measurement_or_statistic,month,measurement_method,units,lrv,hrt_days,holdingtime_days,contact_time_minutes,depth_meters,temperature_celsius,moisture_content_percent,coagulant,material,pH,ammonia_concentration_mmol_per_liter,total_solids_mg_per_liter,imputed_values
t4,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,130,0,Independent Measurement,5,0,Independent Measurement,0,Hammerstrom and Ljutov (1954),salmonellas/L,1.414973348,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t5,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,350,0,Independent Measurement,35,0,Independent Measurement,0,Hammerstrom and Ljutov (1954),salmonellas/L,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t6,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,350,0,Independent Measurement,50,0,Independent Measurement,0,Hammerstrom and Ljutov (1954),salmonellas/L,0.84509804,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t7,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,250,0,Independent Measurement,1,0,Independent Measurement,0,Hammerstrom and Ljutov (1954),salmonellas/L,2.397940009,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t8,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,250,0,Independent Measurement,1,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,2.397940009,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t9,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,240,0,Independent Measurement,8,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,1.477121255,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t10,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,350,0,Independent Measurement,50,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.84509804,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t11,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,250,0,Independent Measurement,35,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.853871964,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t12,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,900,0,Independent Measurement,30,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,1.477121255,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t13,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,500,0,Independent Measurement,50,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t14,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,70,0,Independent Measurement,10,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.84509804,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t15,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,50,0,Independent Measurement,10,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.698970004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t16,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,71,0,Independent Measurement,10,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.851258349,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t17,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,70,0,Independent Measurement,20,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.544068044,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t18,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,70,0,Independent Measurement,10,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.84509804,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t19,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,350,0,Independent Measurement,50,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.84509804,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t20,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,350,0,Independent Measurement,400,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,-0.057991947,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t21,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,250,0,Independent Measurement,50,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.698970004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t22,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,250,0,Independent Measurement,70,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.552841969,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t23,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,240,0,Independent Measurement,20,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,1.079181246,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t24,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,500,0,Independent Measurement,500,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t25,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,350,0,Independent Measurement,50,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.84509804,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t26,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,250,0,Independent Measurement,40,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,0.795880017,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t27,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,1600,0,Independent Measurement,160,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t28,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,1300,0,Independent Measurement,2500,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,-0.283996656,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t29,Salmonella,Bacteria,pathogen,Yaziz and Lloyd(1979),,1979,Woking Trickling Filter Plant,Surrey,England,Trickling Filter,900,0,Independent Measurement,80,0,Independent Measurement,0,MPN procedure by Hammerstrom and Ljutov (1954),salmonellas/L,1.051152522,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t30,Enterovirus,Virus,pathogen,Lewis et al.(1986),,1986,0,0,New Zealand,Trickling Filter,501.1872336,0,Arithmetic mean of 8 samples,457.0881896,0,Arithmetic mean of 8 samples,0,Simmonds et al.(1982),PFU/L,0.04,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t31,Enterovirus,Virus,pathogen,Lewis et al.(1986),,1986,0,0,New Zealand,Trickling Filter,251.1886432,0,Arithmetic mean of 7 samples,72.44359601,0,Arithmetic mean of 6 samples,0,Simmonds et al.(1982),PFU/L,0.54,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t32,Fecal Coliforms,Bacteria,indicator,Lewis et al.(1986),,1986,0,0,New Zealand,Trickling Filter,2187761.624,0,Arithmetic mean of 8 samples,131825.6739,0,Arithmetic mean of 8 samples,0,New Zealand Microbiological Safety's Committee on Coliform Bacteria (1976),MPN/100ml,1.22,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t33,Fecal Coliforms,Bacteria,indicator,Lewis et al.(1986),,1986,0,0,New Zealand,Trickling Filter,954992.586,0,Arithmetic mean of 7 samples,1096478.196,0,Arithmetic mean of 7 samples,0,New Zealand Microbiological Safety's Committee on Coliform Bacteria (1976),MPN/100ml,-0.06,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t34,Cryptosporidum,Protozoa,pathogen,Kitajima et al.(2014),,2014,0,Southern Arizona,United States,Trickling Filter,74,0,Arithmetic mean of 8 samples,13,0,Arithmetic mean of 8 samples,0,Immunofluorescent assay(IFA),oocysts/L,0.755288367,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t35,Giardia,Protozoa,pathogen,Kitajima et al.(2014),,2014,0,Southern Arizona,United States,Trickling Filter,6400,0,Arithmetic mean of 12 samples,190,0,Arithmetic mean of 12 samples,0,Immunofluorescent assay(IFA),cysts/L,1.527426373,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t36,Total E. coli,Bacteria,indicator,Elmitwalli et al.(2003),,2003,0,Bennekom,The Netherlands,Trickling Filter,8000000,0,Independent Measurement,2300000,0,Independent Measurement,0,Havelaar and During (1988),E.Coli/100 ml,0.541362151,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t37,Total E. coli,Bacteria,indicator,Elmitwalli et al.(2003),,2003,0,Bennekom,The Netherlands,Trickling Filter,4400000,0,Independent Measurement,1100000,0,Independent Measurement,0,Havelaar and During (1988),E.Coli/100 ml,0.602059991,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t38,Paper filtered E. coli,Bacteria,indicator,Elmitwalli et al.(2003),,2003,0,Bennekom,The Netherlands,Trickling Filter,5400000,0,Independent Measurement,1800000,0,Independent Measurement,0,Havelaar and During (1988),E.Coli/100 ml,0.477121255,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t39,Paper filtered E. coli,Bacteria,indicator,Elmitwalli et al.(2003),,2003,0,Bennekom,The Netherlands,Trickling Filter,3200000,0,Independent Measurement,1000000,0,Independent Measurement,0,Havelaar and During (1988),E.Coli/100 ml,0.505149978,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t40,Paper filtered E. coli,Bacteria,indicator,Elmitwalli et al.(2003),,2003,0,Bennekom,The Netherlands,Trickling Filter,24000,0,Independent Measurement,20000,0,Independent Measurement,0,Havelaar and During (1988),E.Coli/100 ml,0.079181246,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t41,Paper filtered E. coli,Bacteria,indicator,Elmitwalli et al.(2003),,2003,0,Bennekom,The Netherlands,Trickling Filter,35000,0,Independent Measurement,30000,0,Independent Measurement,0,Havelaar and During (1988),E.Coli/100 ml,0.06694679,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t42,Fecal coliforms,Bacteria,indicator,Oliveira and von Sperling (2008),,2008,0,0,Brazil,Trickling Filter,1800000,0,Geometric Mean of samples,9700000,0,Geometric Mean of samples,0,0,MPN/100ml,-0.731499229,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t43,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,963,0,Arithmetic mean of 23 samples,182,0,Arithmetic mean of 23 samples,0,ether clarification,oocysts/L,0.723554899,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t44,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,1527,0,Arithmetic mean of 24 samples,80,0,Arithmetic mean of 24 samples,0,sucrose flotation,oocysts/L,1.28074905,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t45,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,2813,0,Arithmetic mean of 17 samples,149,0,Arithmetic mean of 17 samples,0,combined sucrose method,oocysts/L,1.275983464,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t46,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,15486,0,Arithmetic mean of 7 samples,2029,0,Arithmetic mean of 7 samples,0,centrifugation and no purification step,oocysts/L,0.882657208,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t47,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,3383,0,Arithmetic mean of 20 samples,237,0,Arithmetic mean of 20 samples,0,ether clarification,oocysts/L,1.154553652,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t48,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,1446,0,Arithmetic mean of 29 samples,669,0,Arithmetic mean of 29 samples,0,sucrose flotation,oocysts/L,0.334742175,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t49,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,9403,0,Arithmetic mean of 20 samples,963,0,Arithmetic mean of 20 samples,0,combined sucrose method,oocysts/L,0.989640149,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t50,Giardia,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,26322,0,Arithmetic mean of 9 samples,50,0,Arithmetic mean of 9 samples,0,centrifugation and no purification step,oocysts/L,2.72134888,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t51,Cryptosporidium,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,7,0,Arithmetic mean of 10 samples,7,0,Arithmetic mean of 10 samples,0,ether clarification,oocysts/L,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t53,Cryptosporidium,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,1,0,Arithmetic mean of 17 samples,44,0,Arithmetic mean of 17 samples,0,combined sucrose method,oocysts/L,-1.643452676,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t55,Cryptosporidium,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,4,0,Arithmetic mean of 10 samples,11,0,Arithmetic mean of 20 samples,0,ether clarification,oocysts/L,-0.439332694,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t56,Cryptosporidium,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,6,0,Arithmetic mean of 17 samples,6,0,Arithmetic mean of 29 samples,0,sucrose flotation,oocysts/L,0,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t57,Cryptosporidium,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,10,0,Arithmetic mean of 17 samples,6,0,Arithmetic mean of 20 samples,0,combined sucrose method,oocysts/L,0.22184875,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t58,Cryptosporidium,Protozoa,pathogen,Robertson et al. (2000),,2000,0,Strathyclyde Region ,Scotland,Trickling Filter,111,0,Arithmetic mean of 7 samples,22,0,Arithmetic mean of 9 samples,0,centrifugation and no purification step,oocysts/L,0.702900298,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t59,E. coli,Bacteria,indicator,Marin et al.(2015),,2015,Ebro River Basin,Navarra,Spain,Trickling Filter,2550000,0,Independent Measurement,100000,0,Independent Measurement,0,Spread Plate count method,CFU/100ml,1.40654018,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
t60,E. coli,Bacteria,indicator,Marin et al.(2015),,2015,Ebro River Basin,Navarra,Spain,Trickling Filter,68500,0,Independent Measurement,31000,0,Independent Measurement,0,Spread Plate count method,CFU/100ml,0.344328878,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
172,Escherichia coli,Bacteria,indicator,Campos et al. (2016),,2016,England WWTP B,England WWTP B,England,Trickling Filter,0,0,Mean log removal of 6 paired samples,0,0,Mean log removal of 6 paired samples,0,plate count (Standard UK Methods MF),CFU/100mL ,1.7,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
173,Escherichia coli,Bacteria,indicator,Campos et al. (2016),,2016,England WWTP D,England WWTP D,England,Trickling Filter,0,0,Mean log removal of 10 paired samples,0,0,Mean log removal of 10 paired samples,0,plate count (Standard UK Methods MF),CFU/100mL ,0.4,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
176,Norovirus GI,Virus,pathogen,Campos et al. (2016),,2016,England WWTP B,England WWTP B,England,Trickling Filter,0,0,Mean log removal of 3 paired samples,0,0,Mean log removal of 3 paired samples,0,"Ultracentrifugation, RT-qPCR",copies/mL ,1.7,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
177,Norovirus GI,Virus,pathogen,Campos et al. (2016),,2016,England WWTP D,England WWTP D,England,Trickling Filter,0,0,Mean log removal of 5 paired samples,0,0,Mean log removal of 5 paired samples,0,"Ultracentrifugation, RT-qPCR",copies/mL ,0.6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
179,Norovirus GII,Virus,pathogen,Campos et al. (2016),,2016,England WWTP B,England WWTP B,England,Trickling Filter,0,0,Mean log removal of 3 paired samples,0,0,Mean log removal of 3 paired samples,0,"Ultracentrifugation, RT-qPCR",copies/mL ,2.1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
180,Norovirus GII,Virus,pathogen,Campos et al. (2016),,2016,England WWTP D,England WWTP D,England,Trickling Filter,0,0,Mean log removal of 4 paired samples,0,0,Mean log removal of 4 paired samples,0,"Ultracentrifugation, RT-qPCR",copies/mL ,0.5,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
208,Fecal coliforms,Bacteria,indicator,Chernicharo (2006),3212,2006,Brazil,Brazil,Brazil,Trickling Filter,100000000,0,0,1000000,0,0,0,0,cfu / 100 mL,2,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
209,Fecal coliforms,Bacteria,indicator,Chernicharo (2006),3212,2006,Brazil,Brazil,Brazil,Trickling Filter,100000000,0,0,10000000,0,0,0,0,cfu / 100 mL,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
244,Escherichia coli,Bacteria,indicator,Elmitwalli et al. (2004),3220,2004,"Bennekom, Netherlands","Bennekom, Netherlands",Netherlands,Trickling Filter,1400000,0,0,24000,0,0,0,0,cfu / 100 mL,1.8,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
245,Escherichia coli,Bacteria,indicator,Elmitwalli et al. (2004),3220,2004,"Bennekom, Netherlands","Bennekom, Netherlands",Netherlands,Trickling Filter,1200000,0,0,35000,0,0,0,0,cfu / 100 mL,1.5,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1120,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,21,0,Mean of 92 samples,8,0,Mean of 92 samples,February-March, RT-PCR ,MPN/L,0.4,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1124,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,22,0,Mean of 92 samples,28,0,Mean of 92 samples,May-June, RT-PCR ,MPN/L,-0.1,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1128,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,3.7,0,Mean of 92 samples,3.5,0,Mean of 92 samples,September-October, RT-PCR ,MPN/L,0,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1132,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,21,0,Mean of 92 samples,8,0,Mean of 92 samples,February-March, RT-PCR ,MPN/L,0.4,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1133,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,8,0,Mean of 92 samples,2.3,0,Mean of 92 samples,February-March, RT-PCR ,MPN/L,0.5,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1134,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,22,0,Mean of 92 samples,28,0,Mean of 92 samples,May-June, RT-PCR ,MPN/L,-0.1,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1137,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,3.7,0,Mean of 92 samples,3.5,0,Mean of 92 samples,September-October, RT-PCR ,MPN/L,0,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1140,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,140,0,Mean of 92 samples,140,0,Mean of 92 samples,February-March, RT-PCR ,MPN/L,0,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1141,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,140,0,Mean of 92 samples,6.3,0,Mean of 92 samples,February-March, RT-PCR ,MPN/L,1.3,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
1142,Enterovirus,Virus,pathogen,Petrinca et al. (2008),,2008,"Rome, Italy","Rome, Italy",Italy,Sedimentation,46,0,Mean of 92 samples,3.3,0,Mean of 92 samples,May-June, RT-PCR ,MPN/L,1.1,NA,,NA,NA,NA,NA,None,NA,NA,NA,NA,
